University of Texas at San Antonio Schedule of Classes

These are the search criteria you submitted :
Term: Fall 2019
Subject:     CS 
Course Number: %%
Attributes: Any
Part of Term: Any
Time Blocks: Any
Campus: Any

FALL 2019 (202010)
Status,Subject,Course,Section,CRN,Title,Cred,Meeting Days,Times,Campus,Location,Instructor,Date,Weeks,Seats,Enrolled,Available,Final Exam,Fees,Notes,Comments
OPEN,CS,7213,023,12320,Doctoral Research,  3,TBA,TBA,Main Camp, ,Staff,08/26-12/13,17,10,0,10,To be determined by instructor ,  $120,BO, 
OPEN,CS,7213,024,12321,Doctoral Research,  3,TBA,TBA,Main Camp, ,Fernandez, Amanda S.,08/26-12/13,17,10,2,8,To be determined by instructor ,  $120,BO, 
OPEN,CS,7213,025,12976,Doctoral Research,  3,TBA,TBA,Main Camp, ,Staff,08/26-12/13,17,10,0,10,To be determined by instructor ,  $120,BO, 
OPEN,CS,7213,026,13702,Doctoral Research,  3,TBA,TBA,Main Camp, ,Slavin, Rocky L.,08/26-12/13,17,5,0,5,To be determined by instructor ,  $120,BO, 
OPEN,CS,7216,001,11023,Doctoral Research,  6,TBA,TBA,Main Camp, ,Boppana, Rajendra V.,08/26-12/13,17,10,2,8,To be determined by instructor ,  $240,BO, 
OPEN,CS,7216,002,11024,Doctoral Research,  6,TBA,TBA,Main Camp, ,Gibson, Matthew R.,08/26-12/13,17,10,2,8,To be determined by instructor ,  $240,BO, 
OPEN,CS,7216,003,11025,Doctoral Research,  6,TBA,TBA,Main Camp, ,Al Nasr, Kamal,08/26-12/13,17,10,0,10,To be determined by instructor ,  $240,BO, 
OPEN,CS,7216,004,11026,Doctoral Research,  6,TBA,TBA,Main Camp, ,Jadliwala, Murtuza,08/26-12/13,17,10,4,6,To be determined by instructor ,  $240,BO, 
OPEN,CS,7216,005,11027,Doctoral Research,  6,TBA,TBA,Main Camp, ,Korkmaz, Turgay  .,08/26-12/13,17,10,0,10,To be determined by instructor ,  $240,BO, 
OPEN,CS,7216,006,11028,Doctoral Research,  6,TBA,TBA,Main Camp, ,Lama, Palden,08/26-12/13,17,10,0,10,To be determined by instructor ,  $240,BO, 
OPEN,CS,7216,007,11539,Doctoral Research,  6,TBA,TBA,Main Camp, ,Staff,08/26-12/13,17,10,0,10,To be determined by instructor ,  $240,BO, 
OPEN,CS,7216,008,11540,Doctoral Research,  6,TBA,TBA,Main Camp, ,Staff,08/26-12/13,17,10,0,10,To be determined by instructor ,  $240,BO, 
OPEN,CS,7216,009,11541,Doctoral Research,  6,TBA,TBA,Main Camp, ,Staff,08/26-12/13,17,10,0,10,To be determined by instructor ,  $240,BO, 
OPEN,CS,7216,010,11542,Doctoral Research,  6,TBA,TBA,Main Camp, ,Niu, Jianwei,08/26-12/13,17,10,0,10,To be determined by instructor ,  $240,BO, 
OPEN,CS,7216,011,11543,Doctoral Research,  6,TBA,TBA,Main Camp, ,Quarles, John P.,08/26-12/13,17,10,3,7,To be determined by instructor ,  $240,BO, 
OPEN,CS,7216,012,11544,Doctoral Research,  6,TBA,TBA,Main Camp, ,Ruan, Jianhua,08/26-12/13,17,10,4,6,To be determined by instructor ,  $240,BO, 
OPEN,CS,7216,013,11545,Doctoral Research,  6,TBA,TBA,Main Camp, ,Sandhu, Ravi,08/26-12/13,17,10,6,4,To be determined by instructor ,  $240,BO, 
OPEN,CS,7216,014,11546,Doctoral Research,  6,TBA,TBA,Main Camp, ,Staff,08/26-12/13,17,10,0,10,To be determined by instructor ,  $240,BO, 
OPEN,CS,7216,015,11547,Doctoral Research,  6,TBA,TBA,Main Camp, ,Tosun, Ali S.,08/26-12/13,17,10,1,9,To be determined by instructor ,  $240,BO, 
OPEN,CS,7216,016,11548,Doctoral Research,  6,TBA,TBA,Main Camp, ,Wang, Wei,08/26-12/13,17,10,2,8,To be determined by instructor ,  $240,BO, 
OPEN,CS,7216,017,11866,Doctoral Research,  6,TBA,TBA,Main Camp, ,Wang, Xiaoyin,08/26-12/13,17,10,2,8,To be determined by instructor ,  $240,BO, 
OPEN,CS,7216,018,11867,Doctoral Research,  6,TBA,TBA,Main Camp, ,White, Gregory B.,08/26-12/13,17,10,0,10,To be determined by instructor ,  $240,BO, 
OPEN,CS,7216,019,11868,Doctoral Research,  6,TBA,TBA,Main Camp, ,Xu, Shouhuai,08/26-12/13,17,10,2,8,To be determined by instructor ,  $240,BO, 
OPEN,CS,7216,020,12322,Doctoral Research,  6,TBA,TBA,Main Camp, ,Staff,08/26-12/13,17,10,0,10,To be determined by instructor ,  $240,BO, 
OPEN,CS,7216,021,12323,Doctoral Research,  6,TBA,TBA,Main Camp, ,Zhang, Weining,08/26-12/13,17,10,0,10,To be determined by instructor ,  $240,BO, 
OPEN,CS,7216,022,12362,Doctoral Research,  6,TBA,TBA,Main Camp, ,Zhu, Dakai,08/26-12/13,17,10,0,10,To be determined by instructor ,  $240,BO, 
OPEN,CS,7216,023,12324,Doctoral Research,  6,TBA,TBA,Main Camp, ,Staff,08/26-12/13,17,10,0,10,To be determined by instructor ,  $240,BO, 
OPEN,CS,7216,024,12325,Doctoral Research,  6,TBA,TBA,Main Camp, ,Fernandez, Amanda S.,08/26-12/13,17,10,2,8,To be determined by instructor ,  $240,BO, 
OPEN,CS,7216,025,12977,Doctoral Research,  6,TBA,TBA,Main Camp, ,Staff,08/26-12/13,17,10,0,10,To be determined by instructor ,  $240,BO, 
OPEN,CS,7216,026,13703,Doctoral Research,  6,TBA,TBA,Main Camp, ,Slavin, Rocky L.,08/26-12/13,17,5,0,5,To be determined by instructor ,  $240,BO, 
OPEN,CS,7311,001,12352,Doctoral Dissertation,  1,TBA,TBA,Main Camp, ,Boppana, Rajendra V.,08/26-12/13,17,10,0,10,To be determined by instructor ,   $40,BO, 
OPEN,CS,7311,002,12468,Doctoral Dissertation,  1,TBA,TBA,Main Camp, ,Gibson, Matthew R.,08/26-12/13,17,10,0,10,To be determined by instructor ,   $40,BO, 
OPEN,CS,7311,003,12469,Doctoral Dissertation,  1,TBA,TBA,Main Camp, ,Al Nasr, Kamal,08/26-12/13,17,10,0,10,To be determined by instructor ,   $40,BO, 
OPEN,CS,7311,004,13112,Doctoral Dissertation,  1,TBA,TBA,Main Camp, ,Jadliwala, Murtuza,08/26-12/13,17,5,0,5,To be determined by instructor ,   $40,BO, 
OPEN,CS,7311,005,13113,Doctoral Dissertation,  1,TBA,TBA,Main Camp, ,Korkmaz, Turgay  .,08/26-12/13,17,5,0,5,To be determined by instructor ,   $40,BO, 
OPEN,CS,7311,006,13114,Doctoral Dissertation,  1,TBA,TBA,Main Camp, ,Lama, Palden,08/26-12/13,17,5,0,5,To be determined by instructor ,   $40,BO, 
OPEN,CS,7311,007,13115,Doctoral Dissertation,  1,TBA,TBA,Main Camp, ,Staff,08/26-12/13,17,5,0,5,To be determined by instructor ,   $40,BO, 
OPEN,CS,7311,008,13116,Doctoral Dissertation,  1,TBA,TBA,Main Camp, ,Staff,08/26-12/13,17,5,0,5,To be determined by instructor ,   $40,BO, 
OPEN,CS,7311,009,13117,Doctoral Dissertation,  1,TBA,TBA,Main Camp, ,Staff,08/26-12/13,17,5,0,5,To be determined by instructor ,   $40,BO, 
OPEN,CS,7311,010,13118,Doctoral Dissertation,  1,TBA,TBA,Main Camp, ,Niu, Jianwei,08/26-12/13,17,5,1,4,To be determined by instructor ,   $40,BO, 
OPEN,CS,7311,011,13119,Doctoral Dissertation,  1,TBA,TBA,Main Camp, ,Quarles, John P.,08/26-12/13,17,5,0,5,To be determined by instructor ,   $40,BO, 
OPEN,CS,7311,012,13120,Doctoral Dissertation,  1,TBA,TBA,Main Camp, ,Ruan, Jianhua,08/26-12/13,17,5,0,5,To be determined by instructor ,   $40,BO, 
OPEN,CS,7311,013,13265,Doctoral Dissertation,  1,TBA,TBA,Main Camp, ,Sandhu, Ravi,08/26-12/13,17,5,1,4,To be determined by instructor ,   $40,BO, 
OPEN,CS,7311,014,13266,Doctoral Dissertation,  1,TBA,TBA,Main Camp, ,Staff,08/26-12/13,17,5,0,5,To be determined by instructor ,   $40,BO, 
OPEN,CS,7311,015,13267,Doctoral Dissertation,  1,TBA,TBA,Main Camp, ,Tosun, Ali S.,08/26-12/13,17,5,0,5,To be determined by instructor ,   $40,BO, 
OPEN,CS,7311,016,13268,Doctoral Dissertation,  1,TBA,TBA,Main Camp, ,Wang, Wei,08/26-12/13,17,5,0,5,To be determined by instructor ,   $40,BO, 
OPEN,CS,7311,017,13269,Doctoral Dissertation,  1,TBA,TBA,Main Camp, ,Wang, Xiaoyin,08/26-12/13,17,5,0,5,To be determined by instructor ,   $40,BO, 
OPEN,CS,7311,018,13270,Doctoral Dissertation,  1,TBA,TBA,Main Camp, ,White, Gregory B.,08/26-12/13,17,5,0,5,To be determined by instructor ,   $40,BO, 
OPEN,CS,7311,019,13271,Doctoral Dissertation,  1,TBA,TBA,Main Camp, ,Xu, Shouhuai,08/26-12/13,17,5,0,5,To be determined by instructor ,   $40,BO, 
OPEN,CS,7311,020,13272,Doctoral Dissertation,  1,TBA,TBA,Main Camp, ,Staff,08/26-12/13,17,5,0,5,To be determined by instructor ,   $40,BO, 
OPEN,CS,7311,021,13273,Doctoral Dissertation,  1,TBA,TBA,Main Camp, ,Zhang, Weining,08/26-12/13,17,5,0,5,To be determined by instructor ,   $40,BO, 
OPEN,CS,7311,022,13274,Doctoral Dissertation,  1,TBA,TBA,Main Camp, ,Zhu, Dakai,08/26-12/13,17,5,1,4,To be determined by instructor ,   $40,BO, 
OPEN,CS,7311,023,13275,Doctoral Dissertation,  1,TBA,TBA,Main Camp, ,Staff,08/26-12/13,17,5,0,5,To be determined by instructor ,   $40,BO, 
OPEN,CS,7311,024,13276,Doctoral Dissertation,  1,TBA,TBA,Main Camp, ,Fernandez, Amanda S.,08/26-12/13,17,5,0,5,To be determined by instructor ,   $40,BO, 
OPEN,CS,7311,025,13277,Doctoral Dissertation,  1,TBA,TBA,Main Camp, ,Staff,08/26-12/13,17,5,0,5,To be determined by instructor ,   $40,BO, 
OPEN,CS,7311,026,13704,Doctoral Dissertation,  1,TBA,TBA,Main Camp, ,Slavin, Rocky L.,08/26-12/13,17,5,0,5,To be determined by instructor ,   $40,BO, 
OPEN,CS,7313,001,10715,Doctoral Dissertation,  3,TBA,TBA,Main Camp, ,Boppana, Rajendra V.,08/26-12/13,17,10,0,10,To be determined by instructor ,  $120,BO, 
OPEN,CS,7313,002,10716,Doctoral Dissertation,  3,TBA,TBA,Main Camp, ,Gibson, Matthew R.,08/26-12/13,17,10,0,10,To be determined by instructor ,  $120,BO, 
OPEN,CS,7313,003,10735,Doctoral Dissertation,  3,TBA,TBA,Main Camp, ,Al Nasr, Kamal,08/26-12/13,17,10,0,10,To be determined by instructor ,  $120,BO, 
OPEN,CS,7313,004,10736,Doctoral Dissertation,  3,TBA,TBA,Main Camp, ,Jadliwala, Murtuza,08/26-12/13,17,10,0,10,To be determined by instructor ,  $120,BO, 
OPEN,CS,7313,005,10737,Doctoral Dissertation,  3,TBA,TBA,Main Camp, ,Korkmaz, Turgay  .,08/26-12/13,17,10,1,9,To be determined by instructor ,  $120,BO, 
OPEN,CS,7313,006,10903,Doctoral Dissertation,  3,TBA,TBA,Main Camp, ,Lama, Palden,08/26-12/13,17,10,0,10,To be determined by instructor ,  $120,BO, 
OPEN,CS,7313,007,11034,Doctoral Dissertation,  3,TBA,TBA,Main Camp, ,Staff,08/26-12/13,17,10,0,10,To be determined by instructor ,  $120,BO, 
OPEN,CS,7313,008,11036,Doctoral Dissertation,  3,TBA,TBA,Main Camp, ,Staff,08/26-12/13,17,10,0,10,To be determined by instructor ,  $120,BO, 
OPEN,CS,7313,009,11549,Doctoral Dissertation,  3,TBA,TBA,Main Camp, ,Staff,08/26-12/13,17,10,0,10,To be determined by instructor ,  $120,BO, 
OPEN,CS,7313,010,11550,Doctoral Dissertation,  3,TBA,TBA,Main Camp, ,Niu, Jianwei,08/26-12/13,17,10,0,10,To be determined by instructor ,  $120,BO, 
OPEN,CS,7313,011,11551,Doctoral Dissertation,  3,TBA,TBA,Main Camp, ,Quarles, John P.,08/26-12/13,17,10,0,10,To be determined by instructor ,  $120,BO, 
OPEN,CS,7313,012,11552,Doctoral Dissertation,  3,TBA,TBA,Main Camp, ,Ruan, Jianhua,08/26-12/13,17,10,1,9,To be determined by instructor ,  $120,BO, 
OPEN,CS,7313,013,11553,Doctoral Dissertation,  3,TBA,TBA,Main Camp, ,Sandhu, Ravi,08/26-12/13,17,10,1,9,To be determined by instructor ,  $120,BO, 
OPEN,CS,7313,014,11554,Doctoral Dissertation,  3,TBA,TBA,Main Camp, ,Staff,08/26-12/13,17,10,0,10,To be determined by instructor ,  $120,BO, 
OPEN,CS,7313,015,11555,Doctoral Dissertation,  3,TBA,TBA,Main Camp, ,Tosun, Ali S.,08/26-12/13,17,10,1,9,To be determined by instructor ,  $120,BO, 
OPEN,CS,7313,016,11556,Doctoral Dissertation,  3,TBA,TBA,Main Camp, ,Wang, Wei,08/26-12/13,17,10,0,10,To be determined by instructor ,  $120,BO, 
OPEN,CS,7313,017,11869,Doctoral Dissertation,  3,TBA,TBA,Main Camp, ,Wang, Xiaoyin,08/26-12/13,17,10,1,9,To be determined by instructor ,  $120,BO, 
OPEN,CS,7313,018,11870,Doctoral Dissertation,  3,TBA,TBA,Main Camp, ,White, Gregory B.,08/26-12/13,17,10,0,10,To be determined by instructor ,  $120,BO, 
OPEN,CS,7313,019,11871,Doctoral Dissertation,  3,TBA,TBA,Main Camp, ,Xu, Shouhuai,08/26-12/13,17,10,0,10,To be determined by instructor ,  $120,BO, 
OPEN,CS,7313,020,12327,Doctoral Dissertation,  3,TBA,TBA,Main Camp, ,Staff,08/26-12/13,17,10,0,10,To be determined by instructor ,  $120,BO, 
OPEN,CS,7313,021,12328,Doctoral Dissertation,  3,TBA,TBA,Main Camp, ,Zhang, Weining,08/26-12/13,17,10,0,10,To be determined by instructor ,  $120,BO, 
OPEN,CS,7313,022,12329,Doctoral Dissertation,  3,TBA,TBA,Main Camp, ,Zhu, Dakai,08/26-12/13,17,10,0,10,To be determined by instructor ,  $120,BO, 
OPEN,CS,7313,023,12363,Doctoral Dissertation,  3,TBA,TBA,Main Camp, ,Staff,08/26-12/13,17,10,0,10,To be determined by instructor ,  $120,BO, 
OPEN,CS,7313,024,12330,Doctoral Dissertation,  3,TBA,TBA,Main Camp, ,Fernandez, Amanda S.,08/26-12/13,17,10,0,10,To be determined by instructor ,  $120,BO, 
OPEN,CS,7313,025,12978,Doctoral Dissertation,  3,TBA,TBA,Main Camp, ,Staff,08/26-12/13,17,10,0,10,To be determined by instructor ,  $120,BO, 
OPEN,CS,7313,026,13705,Doctoral Dissertation,  3,TBA,TBA,Main Camp, ,Slavin, Rocky L.,08/26-12/13,17,5,0,5,To be determined by instructor ,  $120,BO, 
OPEN,CS,7316,001,11037,Doctoral Dissertation,  6,TBA,TBA,Main Camp, ,Boppana, Rajendra V.,08/26-12/13,17,10,0,10,To be determined by instructor ,  $240,BO, 
OPEN,CS,7316,002,11038,Doctoral Dissertation,  6,TBA,TBA,Main Camp, ,Gibson, Matthew R.,08/26-12/13,17,10,0,10,To be determined by instructor ,  $240,BO, 
OPEN,CS,7316,003,11039,Doctoral Dissertation,  6,TBA,TBA,Main Camp, ,Al Nasr, Kamal,08/26-12/13,17,10,0,10,To be determined by instructor ,  $240,BO, 
OPEN,CS,7316,004,11046,Doctoral Dissertation,  6,TBA,TBA,Main Camp, ,Jadliwala, Murtuza,08/26-12/13,17,10,0,10,To be determined by instructor ,  $240,BO, 
OPEN,CS,7316,005,11047,Doctoral Dissertation,  6,TBA,TBA,Main Camp, ,Korkmaz, Turgay  .,08/26-12/13,17,10,1,9,To be determined by instructor ,  $240,BO, 
OPEN,CS,7316,006,11048,Doctoral Dissertation,  6,TBA,TBA,Main Camp, ,Lama, Palden,08/26-12/13,17,10,0,10,To be determined by instructor ,  $240,BO, 
OPEN,CS,7316,007,11557,Doctoral Dissertation,  6,TBA,TBA,Main Camp, ,Staff,08/26-12/13,17,10,0,10,To be determined by instructor ,  $240,BO, 
OPEN,CS,7316,008,11558,Doctoral Dissertation,  6,TBA,TBA,Main Camp, ,Staff,08/26-12/13,17,10,0,10,To be determined by instructor ,  $240,BO, 
OPEN,CS,7316,009,11559,Doctoral Dissertation,  6,TBA,TBA,Main Camp, ,Staff,08/26-12/13,17,10,0,10,To be determined by instructor ,  $240,BO, 
OPEN,CS,7316,010,11560,Doctoral Dissertation,  6,TBA,TBA,Main Camp, ,Niu, Jianwei,08/26-12/13,17,10,1,9,To be determined by instructor ,  $240,BO, 
OPEN,CS,7316,011,11561,Doctoral Dissertation,  6,TBA,TBA,Main Camp, ,Quarles, John P.,08/26-12/13,17,10,0,10,To be determined by instructor ,  $240,BO, 
OPEN,CS,7316,012,11562,Doctoral Dissertation,  6,TBA,TBA,Main Camp, ,Ruan, Jianhua,08/26-12/13,17,10,1,9,To be determined by instructor ,  $240,BO, 
OPEN,CS,7316,013,11563,Doctoral Dissertation,  6,TBA,TBA,Main Camp, ,Sandhu, Ravi,08/26-12/13,17,10,1,9,To be determined by instructor ,  $240,BO, 
OPEN,CS,7316,014,11564,Doctoral Dissertation,  6,TBA,TBA,Main Camp, ,Staff,08/26-12/13,17,10,0,10,To be determined by instructor ,  $240,BO, 
OPEN,CS,7316,015,11565,Doctoral Dissertation,  6,TBA,TBA,Main Camp, ,Tosun, Ali S.,08/26-12/13,17,10,1,9,To be determined by instructor ,  $240,BO, 
OPEN,CS,7316,016,11566,Doctoral Dissertation,  6,TBA,TBA,Main Camp, ,Wang, Wei,08/26-12/13,17,10,0,10,To be determined by instructor ,  $240,BO, 
OPEN,CS,7316,017,11872,Doctoral Dissertation,  6,TBA,TBA,Main Camp, ,Wang, Xiaoyin,08/26-12/13,17,10,2,8,To be determined by instructor ,  $240,BO, 
OPEN,CS,7316,018,11873,Doctoral Dissertation,  6,TBA,TBA,Main Camp, ,White, Gregory B.,08/26-12/13,17,10,0,10,To be determined by instructor ,  $240,BO, 
OPEN,CS,7316,019,11874,Doctoral Dissertation,  6,TBA,TBA,Main Camp, ,Xu, Shouhuai,08/26-12/13,17,10,0,10,To be determined by instructor ,  $240,BO, 
OPEN,CS,7316,020,12331,Doctoral Dissertation,  6,TBA,TBA,Main Camp, ,Staff,08/26-12/13,17,10,0,10,To be determined by instructor ,  $240,BO, 
OPEN,CS,7316,021,12332,Doctoral Dissertation,  6,TBA,TBA,Main Camp, ,Zhang, Weining,08/26-12/13,17,10,0,10,To be determined by instructor ,  $240,BO, 
OPEN,CS,7316,022,12333,Doctoral Dissertation,  6,TBA,TBA,Main Camp, ,Zhu, Dakai,08/26-12/13,17,10,1,9,To be determined by instructor ,  $240,BO, 
OPEN,CS,7316,023,12364,Doctoral Dissertation,  6,TBA,TBA,Main Camp, ,Staff,08/26-12/13,17,10,0,10,To be determined by instructor ,  $240,BO, 
OPEN,CS,7316,024,12334,Doctoral Dissertation,  6,TBA,TBA,Main Camp, ,Fernandez, Amanda S.,08/26-12/13,17,10,0,10,To be determined by instructor ,  $240,BO, 
OPEN,CS,7316,025,12735,Doctoral Dissertation,  6,TBA,TBA,Main Camp, ,Staff,08/26-12/13,17,10,0,10,To be determined by instructor ,  $240,BO, 
OPEN,CS,7316,026,12766,Doctoral Dissertation,  6,TBA,TBA,Main Camp, ,Slavin, Rocky L.,08/26-12/13,17,10,0,10,To be determined by instructor ,  $240,BO, 
Total number of courses =   526
